Datetime,Code,Activity_Type,Heart rate___beats/minute,Calories burned_kcal,Exercise duration_s,Sleep duration_minutes,Sleep type duration_minutes,Floors climbed___floors
2022=12-08 15:13,LA11836-6,Running,146.0,10.0,18198.0,,,
2022=12-08 20:21,,No Physical Activity,77.0,,,,,
2022=12-08 21:05,LA11836-6,Running,156.0,30.0,51625.0,,,
2022=12-08 22:03,LA11836-6,Running,168.0,30.0,42472.0,,,
2022=12-08 22:12,LA11836-6,Running,158.0,10.0,14459.0,,,
2022=12-09 05:32,93829-0,REM Sleep,69.0,,,3.0,9.0,
2022=12-09 05:37,93829-0,REM Sleep,67.0,,,2.0,5.0,
2022=12-09 05:40,93829-0,REM Sleep,68.0,,,1.0,2.0,
2022=12-09 06:25,93830-8,Light Sleep,74.0,,,9.0,21.0,
2022=12-09 06:29,93830-8,Light Sleep,71.0,,,6.0,14.0,
2022=12-09 07:22,93830-8,Light Sleep,77.0,,,12.0,26.0,
2022=12-09 07:40,93829-0,REM Sleep,72.0,,,0.0,1.0,
2022=12-09 08:19,93830-8,Light Sleep,79.0,,,13.0,29.0,
2022=12-09 09:16,93830-8,Light Sleep,81.0,,,14.0,29.0,
2022=12-09 11:14,93830-8,Light Sleep,82.0,,,13.0,27.0,
2022=12-09 11:33,93830-8,Light Sleep,76.0,,,0.0,0.0,
2022=12-09 12:12,93830-8,Light Sleep,83.0,,,13.0,26.0,
2022=12-09 13:11,93830-8,Light Sleep,84.0,,,12.0,24.0,
2022=12-09 14:10,93830-8,Light Sleep,84.0,,,12.0,23.0,
2022=12-09 15:08,93830-8,Light Sleep,84.0,,,11.0,21.0,
2022=12-09 15:09,93830-8,Light Sleep,84.0,,,11.0,22.0,
2022=12-09 16:06,93830-8,Light Sleep,84.0,,,9.0,17.0,
2022=12-09 16:07,93830-8,Light Sleep,84.0,,,10.0,19.0,
2022=12-09 17:05,93830-8,Light Sleep,85.0,,,7.0,15.0,
2022=12-09 17:06,93830-8,Light Sleep,85.0,,,8.0,16.0,
2022=12-09 18:05,93829-0,REM Sleep,85.0,,,6.0,14.0,
2022=12-09 18:05,93830-8,Light Sleep,85.0,,,6.0,14.0,
2022=12-10 00:52,93830-8,Light Sleep,54.0,,,4.0,6.0,
2022=12-10 01:48,93830-8,Light Sleep,58.0,,,11.0,18.0,
2022=12-10 01:50,93830-8,Light Sleep,56.0,,,9.0,13.0,
2022=12-10 01:54,93829-0,REM Sleep,60.0,,,0.0,0.0,
2022=12-10 01:55,93829-0,REM Sleep,55.0,,,1.0,1.0,
2022=12-10 02:48,93830-8,Light Sleep,59.0,,,9.0,18.0,
2022=12-10 02:49,93830-8,Light Sleep,59.0,,,8.0,16.0,
2022=12-10 02:50,93830-8,Light Sleep,59.0,,,6.0,13.0,
2022=12-10 03:47,93830-8,Light Sleep,51.0,,,9.0,12.0,
2022=12-10 03:51,93830-8,Light Sleep,54.0,,,5.0,9.0,
2022=12-10 03:52,93829-0,REM Sleep,57.0,,,3.0,7.0,
2022=12-10 03:53,93829-0,REM Sleep,55.0,,,3.0,6.0,
2022=12-10 03:53,93830-8,Light Sleep,50.0,,,4.0,6.0,
2022=12-10 03:54,93829-0,REM Sleep,52.0,,,2.0,5.0,
2022=12-10 03:55,93829-0,REM Sleep,52.0,,,2.0,4.0,
2022=12-10 04:38,,Floors Climbed,53.0,,,,,1.0
2022=12-10 04:42,93830-8,Light Sleep,64.0,,,0.0,1.0,
2022=12-10 08:28,,No Physical Activity,56.0,,,,,
2022=12-10 08:32,,Floors Climbed,67.0,,,,,1.0
2022=12-10 11:23,LA11836-6,Running,138.0,10.0,11784.0,,,
2022=12-10 15:16,,No Physical Activity,57.0,,,,,
2022=12-10 17:25,LA11834-1,Walking,93.0,140.0,100686.0,,,
2022=12-10 20:08,,No Physical Activity,59.0,,,,,
2022=12-10 21:18,LA11836-6,Running,128.0,80.0,56767.0,,,
2022=12-10 22:03,,No Physical Activity,72.0,,,,,
2022=12-10 22:03,LA11836-6,Running,151.0,10.0,11576.0,,,
2022=12-10 22:04,,No Physical Activity,67.0,,,,,
2022=12-10 22:05,LA11836-6,Running,152.0,10.0,13285.0,,,
2022=12-10 22:07,LA11836-6,Running,148.0,20.0,15357.0,,,
2022=12-10 22:10,LA11836-6,Running,144.0,30.0,20516.0,,,
2022=12-10 22:14,LA11836-6,Running,138.0,50.0,32184.0,,,
2022=12-11 10:35,LA11834-1,Walking,93.0,150.0,121418.0,,,
2022=12-12 00:51,LA11836-6,Running,110.0,115.0,43969.0,,,
2022=12-12 00:52,LA11836-6,Running,111.0,112.0,44916.0,,,
2022=12-12 00:53,LA11836-6,Running,111.0,114.0,44632.0,,,
2022=12-12 00:54,LA11836-6,Running,110.0,122.0,44757.0,,,
2022=12-12 00:55,LA11836-6,Running,110.0,135.0,46271.0,,,
2022=12-12 01:35,93830-8,Light Sleep,57.0,,,12.0,12.0,
2022=12-12 01:36,93830-8,Light Sleep,55.0,,,10.0,9.0,
2022=12-12 01:37,93830-8,Light Sleep,52.0,,,9.0,8.0,
2022=12-12 01:38,93830-8,Light Sleep,51.0,,,8.0,6.0,
2022=12-12 01:39,93830-8,Light Sleep,48.0,,,6.0,5.0,
2022=12-12 01:40,93830-8,Light Sleep,48.0,,,4.0,4.0,
2022=12-12 01:41,,Floors Climbed,52.0,,,,,1.0
2022=12-12 01:41,93830-8,Light Sleep,50.0,,,2.0,2.0,
2022=12-12 01:42,,Floors Climbed,53.0,,,,,1.0
2022=12-12 01:43,,Floors Climbed,53.0,,,,,1.0
2022=12-12 01:44,,Floors Climbed,54.0,,,,,1.0
2022=12-12 01:45,,Floors Climbed,55.0,,,,,1.0
2022=12-12 01:45,,No Physical Activity,56.0,,,,,
2022=12-12 01:51,LA11836-6,Running,118.0,140.0,84707.0,,,
2022=12-12 02:32,93830-8,Light Sleep,62.0,,,14.0,17.0,
2022=12-12 02:34,93830-8,Light Sleep,60.0,,,13.0,14.0,
2022=12-12 02:44,,No Physical Activity,59.0,,,,,
2022=12-12 02:45,,No Physical Activity,58.0,,,,,
2022=12-12 03:29,93830-8,Light Sleep,68.0,,,16.0,25.0,
2022=12-12 03:31,93830-8,Light Sleep,65.0,,,15.0,21.0,
2022=12-12 03:41,,No Physical Activity,61.0,,,,,
2022=12-12 03:42,,No Physical Activity,60.0,,,,,
2022=12-12 03:47,LA11836-6,Running,120.0,120.0,83409.0,,,
2022=12-12 04:27,93830-8,Light Sleep,71.0,,,17.0,29.0,
2022=12-12 04:40,,No Physical Activity,62.0,,,,,
2022=12-12 05:25,93830-8,Light Sleep,73.0,,,18.0,34.0,
2022=12-12 05:38,,No Physical Activity,64.0,,,,,
2022=12-12 05:42,LA11836-6,Running,122.0,130.0,98230.0,,,
2022=12-12 06:23,93830-8,Light Sleep,75.0,,,18.0,37.0,
2022=12-12 06:36,,No Physical Activity,66.0,,,,,
2022=12-12 07:22,93830-8,Light Sleep,76.0,,,19.0,40.0,
2022=12-12 07:33,,No Physical Activity,69.0,,,,,
2022=12-12 08:20,93830-8,Light Sleep,77.0,,,19.0,40.0,
2022=12-12 08:30,,No Physical Activity,72.0,,,,,
2022=12-12 09:19,93830-8,Light Sleep,77.0,,,19.0,39.0,
2022=12-12 09:26,LA11836-6,Running,152.0,10.0,9293.0,,,
2022=12-12 10:17,93830-8,Light Sleep,77.0,,,18.0,36.0,
2022=12-12 10:25,,Floors Climbed,68.0,,,,,1.0
2022=12-12 11:16,93830-8,Light Sleep,77.0,,,17.0,32.0,
2022=12-12 12:15,93830-8,Light Sleep,76.0,,,15.0,29.0,
2022=12-12 12:22,LA11836-6,Running,160.0,10.0,11301.0,,,
2022=12-12 12:23,,No Physical Activity,69.0,,,,,
2022=12-12 13:13,93830-8,Light Sleep,77.0,,,14.0,25.0,
2022=12-12 14:11,93830-8,Light Sleep,77.0,,,13.0,23.0,
2022=12-12 15:09,93830-8,Light Sleep,78.0,,,12.0,20.0,
2022=12-12 15:15,LA11836-6,Running,168.0,10.0,12877.0,,,
2022=12-12 16:08,93830-8,Light Sleep,79.0,,,10.0,17.0,
2022=12-12 16:18,,No Physical Activity,74.0,,,,,
2022=12-12 17:06,93830-8,Light Sleep,80.0,,,9.0,15.0,
2022=12-12 18:05,93830-8,Light Sleep,80.0,,,6.0,11.0,
2022=12-12 18:06,93830-8,Light Sleep,80.0,,,7.0,12.0,
2022=12-12 19:04,93830-8,Light Sleep,80.0,,,5.0,10.0,
2022=12-12 19:05,93830-8,Light Sleep,80.0,,,5.0,9.0,
2022=12-12 19:09,LA11836-6,Running,170.0,20.0,12441.0,,,
2022=12-12 20:04,93830-8,Light Sleep,78.0,,,5.0,9.0,
2022=12-12 20:07,,No Physical Activity,79.0,,,,,
2022=12-12 21:05,LA11836-6,Running,172.0,20.0,13701.0,,,
2022=12-12 22:01,LA11836-6,Running,172.0,10.0,15111.0,,,
2022=12-12 22:02,LA11836-6,Running,170.0,15.0,13693.0,,,
2022=12-13 00:53,93830-8,Light Sleep,55.0,,,4.0,5.0,
2022=12-13 01:50,93830-8,Light Sleep,58.0,,,8.0,14.0,
2022=12-13 01:51,93830-8,Light Sleep,56.0,,,7.0,10.0,
2022=12-13 01:53,93829-0,REM Sleep,59.0,,,0.0,0.0,
2022=12-13 01:54,93829-0,REM Sleep,55.0,,,1.0,1.0,
2022=12-13 02:50,93830-8,Light Sleep,58.0,,,6.0,12.0,
2022=12-13 02:52,93830-8,Light Sleep,50.0,,,5.0,7.0,
2022=12-13 02:53,93830-8,Light Sleep,50.0,,,4.0,6.0,
2022=12-13 02:54,93829-0,REM Sleep,50.0,,,3.0,5.0,
2022=12-13 02:55,93829-0,REM Sleep,52.0,,,2.0,4.0,
2022=12-13 03:43,,Floors Climbed,52.0,,,,,1.0
2022=12-13 03:48,93830-8,Light Sleep,51.0,,,8.0,11.0,
2022=12-13 03:51,93829-0,REM Sleep,57.0,,,4.0,8.0,
2022=12-13 03:51,93830-8,Light Sleep,50.0,,,6.0,8.0,
2022=12-13 03:52,93829-0,REM Sleep,56.0,,,3.0,6.0,
2022=12-13 03:53,93829-0,REM Sleep,54.0,,,2.0,5.0,
2022=12-13 03:54,93829-0,REM Sleep,53.0,,,2.0,4.0,
2022=12-13 03:55,93829-0,REM Sleep,52.0,,,2.0,4.0,
2022=12-13 04:44,93830-8,Light Sleep,64.0,,,0.0,1.0,
2022=12-13 05:36,,Floors Climbed,54.0,,,,,1.0
2022=12-13 07:34,,Floors Climbed,67.0,,,,,1.0
2022=12-13 09:27,,No Physical Activity,55.0,,,,,
2022=12-13 16:16,,No Physical Activity,56.0,,,,,
2022=12-13 17:25,LA11834-1,Walking,93.0,130.0,94823.0,,,
2022=12-13 20:08,,No Physical Activity,60.0,,,,,
