Datetime,Code,Activity_Type,Heart rate___beats/minute,Calories burned_kcal,Exercise duration_s,Sleep duration_minutes,Sleep type duration_minutes,Floors climbed___floors
2022=12-08 00:52,93830-8,Light Sleep,54.0,,,4.0,6.0,
2022=12-08 01:48,93830-8,Light Sleep,58.0,,,11.0,18.0,
2022=12-08 01:50,93830-8,Light Sleep,56.0,,,8.0,12.0,
2022=12-08 01:54,93829-0,REM Sleep,60.0,,,0.0,0.0,
2022=12-08 01:55,93829-0,REM Sleep,55.0,,,1.0,1.0,
2022=12-08 02:47,93830-8,Light Sleep,60.0,,,10.0,18.0,
2022=12-08 03:45,93830-8,Light Sleep,52.0,,,10.0,13.0,
2022=12-08 03:47,93830-8,Light Sleep,60.0,,,7.0,16.0,
2022=12-08 03:48,93830-8,Light Sleep,58.0,,,6.0,12.0,
2022=12-08 03:49,93830-8,Light Sleep,54.0,,,5.0,9.0,
2022=12-08 03:50,93829-0,REM Sleep,57.0,,,3.0,8.0,
2022=12-08 03:51,93829-0,REM Sleep,56.0,,,3.0,6.0,
2022=12-08 03:51,93830-8,Light Sleep,50.0,,,5.0,7.0,
2022=12-08 03:52,93829-0,REM Sleep,55.0,,,2.0,5.0,
2022=12-08 03:52,93830-8,Light Sleep,50.0,,,4.0,7.0,
2022=12-08 03:53,93829-0,REM Sleep,54.0,,,2.0,4.0,
2022=12-08 03:53,93830-8,Light Sleep,50.0,,,4.0,6.0,
2022=12-08 03:54,93829-0,REM Sleep,52.0,,,2.0,4.0,
2022=12-08 03:55,93829-0,REM Sleep,52.0,,,2.0,4.0,
2022=12-08 04:38,,Floors Climbed,54.0,,,,,1.0
2022=12-08 04:42,93830-8,Light Sleep,64.0,,,0.0,1.0,
2022=12-08 08:29,,No Physical Activity,56.0,,,,,
2022=12-08 14:18,,No Physical Activity,57.0,,,,,
2022=12-08 18:24,LA11834-1,Walking,92.0,130.0,91635.0,,,
2022=12-08 20:09,,No Physical Activity,59.0,,,,,
2022=12-08 21:18,LA11836-6,Running,130.0,70.0,50528.0,,,
2022=12-08 22:03,,No Physical Activity,72.0,,,,,
2022=12-08 22:03,LA11836-6,Running,150.0,10.0,10799.0,,,
2022=12-08 22:04,LA11836-6,Running,152.0,10.0,11630.0,,,
2022=12-08 22:05,,No Physical Activity,67.0,,,,,
2022=12-08 22:05,LA11836-6,Running,152.0,10.0,12194.0,,,
2022=12-08 22:07,LA11836-6,Running,148.0,10.0,14159.0,,,
2022=12-08 22:10,LA11836-6,Running,146.0,20.0,19264.0,,,
2022=12-08 22:14,LA11836-6,Running,140.0,40.0,30085.0,,,
2022=12-09 12:33,LA11834-1,Walking,92.0,160.0,130502.0,,,
2022=12-10 00:51,LA11836-6,Running,110.0,117.0,44039.0,,,
2022=12-10 00:52,LA11836-6,Running,112.0,118.0,48474.0,,,
2022=12-10 00:53,LA11836-6,Running,111.0,113.0,43476.0,,,
2022=12-10 00:54,LA11836-6,Running,112.0,132.0,49129.0,,,
2022=12-10 02:46,93830-8,Light Sleep,59.0,,,14.0,16.0,
2022=12-10 02:50,LA11836-6,Running,118.0,140.0,88229.0,,,
2022=12-10 02:51,93830-8,Light Sleep,57.0,,,5.0,7.0,
2022=12-10 02:52,93829-0,REM Sleep,58.0,,,1.0,1.0,
2022=12-10 02:52,93830-8,Light Sleep,56.0,,,3.0,3.0,
2022=12-10 03:33,,No Physical Activity,62.0,,,,,
2022=12-10 03:34,,No Physical Activity,61.0,,,,,
2022=12-10 03:35,,Floors Climbed,63.0,,,,,1.0
2022=12-10 03:46,LA11836-6,Running,120.0,130.0,90886.0,,,
2022=12-10 03:49,93830-8,Light Sleep,63.0,,,0.0,0.0,
2022=12-10 04:32,,No Physical Activity,64.0,,,,,
2022=12-10 04:33,,No Physical Activity,62.0,,,,,
2022=12-10 04:34,,No Physical Activity,61.0,,,,,
2022=12-10 04:43,93830-8,Light Sleep,63.0,,,6.0,6.0,
2022=12-10 05:32,,No Physical Activity,62.0,,,,,
2022=12-10 05:32,LA11836-6,Running,120.0,10.0,9140.0,,,
2022=12-10 05:33,,No Physical Activity,60.0,,,,,
2022=12-10 05:33,LA11836-6,Running,118.0,10.0,9118.0,,,
2022=12-10 05:34,,Floors Climbed,67.0,,,,,1.0
2022=12-10 05:34,,No Physical Activity,59.0,,,,,
2022=12-10 05:45,93830-8,Light Sleep,63.0,,,2.0,2.0,
2022=12-10 06:30,,No Physical Activity,65.0,,,,,
2022=12-10 06:31,,No Physical Activity,64.0,,,,,
2022=12-10 06:32,LA11836-6,Running,119.0,10.0,9427.0,,,
2022=12-10 06:38,93830-8,Light Sleep,65.0,,,1.0,1.0,
2022=12-10 06:42,93830-8,Light Sleep,65.0,,,1.0,1.0,
2022=12-10 07:30,,No Physical Activity,66.0,,,,,
2022=12-10 07:31,,No Physical Activity,63.0,,,,,
2022=12-10 07:40,LA11836-6,Running,120.0,140.0,113145.0,,,
2022=12-10 08:28,,No Physical Activity,67.0,,,,,
2022=12-10 08:29,,No Physical Activity,66.0,,,,,
2022=12-10 08:30,,No Physical Activity,64.0,,,,,
2022=12-10 08:31,,Floors Climbed,67.0,,,,,1.0
2022=12-10 08:33,,Floors Climbed,65.0,,,,,1.0
2022=12-10 08:35,93830-8,Light Sleep,65.0,,,1.0,1.0,
2022=12-10 09:22,,No Physical Activity,71.0,,,,,
2022=12-10 09:27,,No Physical Activity,68.0,,,,,
2022=12-10 09:28,,Floors Climbed,68.0,,,,,1.0
2022=12-10 09:28,,No Physical Activity,65.0,,,,,
2022=12-10 09:30,,Floors Climbed,71.0,,,,,1.0
2022=12-10 09:31,,Floors Climbed,66.0,,,,,1.0
2022=12-10 09:33,93830-8,Light Sleep,68.0,,,5.0,3.0,
2022=12-10 09:34,,Floors Climbed,67.0,,,,,1.0
2022=12-10 10:22,,Floors Climbed,66.0,,,,,1.0
2022=12-10 10:27,,No Physical Activity,66.0,,,,,
2022=12-10 11:22,,Floors Climbed,74.0,,,,,1.0
2022=12-10 11:24,,No Physical Activity,69.0,,,,,
2022=12-10 11:25,,No Physical Activity,68.0,,,,,
2022=12-10 12:25,,No Physical Activity,67.0,,,,,
2022=12-10 13:23,,No Physical Activity,69.0,,,,,
2022=12-10 14:14,,No Physical Activity,76.0,,,,,
2022=12-10 14:21,,No Physical Activity,70.0,,,,,
2022=12-10 14:22,,No Physical Activity,67.0,,,,,
2022=12-10 15:12,,No Physical Activity,71.0,,,,,
2022=12-10 15:20,,No Physical Activity,70.0,,,,,
2022=12-10 17:10,,No Physical Activity,76.0,,,,,
2022=12-10 17:16,,No Physical Activity,70.0,,,,,
2022=12-10 18:15,,No Physical Activity,71.0,,,,,
2022=12-10 18:17,,No Physical Activity,67.0,,,,,
2022=12-10 20:08,,No Physical Activity,71.0,,,,,
2022=12-10 20:09,,No Physical Activity,76.0,,,,,
2022=12-10 20:12,,No Physical Activity,69.0,,,,,
2022=12-10 21:05,,No Physical Activity,70.0,,,,,
2022=12-10 21:06,,No Physical Activity,74.0,,,,,
2022=12-10 21:08,,No Physical Activity,74.0,,,,,
2022=12-10 21:09,,No Physical Activity,72.0,,,,,
2022=12-10 22:04,,No Physical Activity,74.0,,,,,
2022=12-10 22:05,,No Physical Activity,74.0,,,,,
2022=12-10 22:06,,No Physical Activity,74.0,,,,,
2022=12-10 22:07,,No Physical Activity,74.0,,,,,
2022=12-10 22:08,,No Physical Activity,72.0,,,,,
2022=12-10 22:09,,No Physical Activity,72.0,,,,,
2022=12-10 22:10,,No Physical Activity,69.0,,,,,
2022=12-11 01:49,93830-8,Light Sleep,58.0,,,8.0,13.0,
2022=12-11 01:51,93830-8,Light Sleep,56.0,,,5.0,7.0,
2022=12-11 01:53,93829-0,REM Sleep,55.0,,,2.0,3.0,
2022=12-11 01:54,93829-0,REM Sleep,58.0,,,0.0,0.0,
2022=12-11 02:49,93830-8,Light Sleep,58.0,,,7.0,14.0,
2022=12-11 02:50,93830-8,Light Sleep,58.0,,,5.0,11.0,
2022=12-11 02:53,93830-8,Light Sleep,50.0,,,4.0,6.0,
2022=12-11 02:54,93830-8,Light Sleep,50.0,,,4.0,6.0,
2022=12-11 03:47,93830-8,Light Sleep,51.0,,,9.0,12.0,
2022=12-11 03:51,93829-0,REM Sleep,57.0,,,4.0,9.0,
2022=12-11 03:51,93830-8,Light Sleep,56.0,,,2.0,4.0,
2022=12-11 03:52,93829-0,REM Sleep,56.0,,,3.0,7.0,
2022=12-11 03:53,93829-0,REM Sleep,55.0,,,3.0,5.0,
2022=12-11 03:54,93829-0,REM Sleep,53.0,,,2.0,5.0,
2022=12-11 03:55,93829-0,REM Sleep,52.0,,,3.0,4.0,
2022=12-11 04:38,,Floors Climbed,53.0,,,,,1.0
2022=12-11 08:26,,No Physical Activity,56.0,,,,,
2022=12-11 08:33,,Floors Climbed,67.0,,,,,1.0
2022=12-11 16:14,,No Physical Activity,57.0,,,,,
2022=12-11 17:25,LA11834-1,Walking,93.0,130.0,95010.0,,,
2022=12-11 21:06,,No Physical Activity,60.0,,,,,
2022=12-11 21:18,LA11836-6,Running,130.0,80.0,52596.0,,,
2022=12-11 22:02,,No Physical Activity,73.0,,,,,
2022=12-11 22:02,LA11836-6,Running,150.0,10.0,10324.0,,,
2022=12-11 22:03,,No Physical Activity,69.0,,,,,
2022=12-11 22:03,LA11836-6,Running,154.0,10.0,11518.0,,,
2022=12-11 22:04,LA11836-6,Running,152.0,10.0,12782.0,,,
2022=12-11 22:06,LA11836-6,Running,150.0,20.0,15111.0,,,
2022=12-11 22:09,LA11836-6,Running,146.0,30.0,20171.0,,,
2022=12-11 22:13,LA11836-6,Running,140.0,40.0,30709.0,,,
