Datetime,Code,Activity_Type,Heart rate___beats/minute,Calories burned_kcal,Exercise duration_s,Sleep duration_minutes,Sleep type duration_minutes,Floors climbed___floors
2022=12-08 03:33,,No Physical Activity,62.0,,,,,
2022=12-08 04:32,,No Physical Activity,64.0,,,,,
2022=12-08 04:33,,No Physical Activity,62.0,,,,,
2022=12-08 05:29,,No Physical Activity,69.0,,,,,
2022=12-08 05:30,,No Physical Activity,67.0,,,,,
2022=12-08 05:32,,No Physical Activity,61.0,,,,,
2022=12-08 05:32,LA11836-6,Running,120.0,10.0,9084.0,,,
2022=12-08 05:33,,No Physical Activity,62.0,,,,,
2022=12-08 05:34,,No Physical Activity,61.0,,,,,
2022=12-08 06:28,LA11836-6,Running,142.0,10.0,7928.0,,,
2022=12-08 06:29,LA11836-6,Running,140.0,10.0,8005.0,,,
2022=12-08 06:30,,No Physical Activity,67.0,,,,,
2022=12-08 06:31,,No Physical Activity,66.0,,,,,
2022=12-08 07:27,,No Physical Activity,72.0,,,,,
2022=12-08 07:30,,No Physical Activity,65.0,,,,,
2022=12-08 08:25,LA11836-6,Running,148.0,10.0,8070.0,,,
2022=12-08 08:29,,No Physical Activity,66.0,,,,,
2022=12-08 09:27,,No Physical Activity,67.0,,,,,
2022=12-08 09:30,,Floors Climbed,70.0,,,,,1.0
2022=12-08 09:32,,Floors Climbed,66.0,,,,,1.0
2022=12-08 09:35,93830-8,Light Sleep,67.0,,,3.0,1.0,
2022=12-08 10:22,LA11836-6,Running,152.0,10.0,9070.0,,,
2022=12-08 10:26,,Floors Climbed,68.0,,,,,1.0
2022=12-08 10:27,,Floors Climbed,68.0,,,,,1.0
2022=12-08 10:31,93830-8,Light Sleep,71.0,,,5.0,3.0,
2022=12-08 10:32,93830-8,Light Sleep,70.0,,,3.0,2.0,
2022=12-08 11:25,,Floors Climbed,74.0,,,,,1.0
2022=12-08 11:25,,No Physical Activity,68.0,,,,,
2022=12-08 11:27,,No Physical Activity,68.0,,,,,
2022=12-08 11:31,,Floors Climbed,69.0,,,,,1.0
2022=12-08 12:17,,No Physical Activity,76.0,,,,,
2022=12-08 13:16,,No Physical Activity,76.0,,,,,
2022=12-08 13:19,LA11836-6,Running,156.0,10.0,11460.0,,,
2022=12-08 13:20,,No Physical Activity,71.0,,,,,
2022=12-08 13:22,,No Physical Activity,69.0,,,,,
2022=12-08 16:08,,No Physical Activity,77.0,,,,,
2022=12-08 16:12,,No Physical Activity,76.0,,,,,
2022=12-08 16:14,LA11836-6,Running,158.0,10.0,13999.0,,,
2022=12-08 16:19,,No Physical Activity,70.0,,,,,
2022=12-08 19:10,,No Physical Activity,75.0,,,,,
2022=12-08 19:14,,No Physical Activity,71.0,,,,,
2022=12-08 20:05,,No Physical Activity,77.0,,,,,
2022=12-08 20:07,LA11836-6,Running,154.0,20.0,30979.0,,,
2022=12-08 20:09,,No Physical Activity,75.0,,,,,
2022=12-08 20:09,LA11836-6,Running,156.0,20.0,13455.0,,,
2022=12-08 21:04,LA11836-6,Running,158.0,10.0,13129.0,,,
2022=12-08 21:06,LA11836-6,Running,156.0,10.0,13415.0,,,
2022=12-08 21:08,,No Physical Activity,74.0,,,,,
2022=12-08 21:09,,No Physical Activity,72.0,,,,,
2022=12-08 21:11,,No Physical Activity,71.0,,,,,
2022=12-08 22:01,LA11836-6,Running,170.0,30.0,46655.0,,,
2022=12-08 22:04,LA11836-6,Running,162.0,20.0,22340.0,,,
2022=12-08 22:05,LA11836-6,Running,158.0,10.0,14578.0,,,
2022=12-08 22:08,,No Physical Activity,74.0,,,,,
2022=12-08 22:14,LA11836-6,Running,158.0,10.0,10403.0,,,
2022=12-09 16:23,,No Physical Activity,76.0,,,,,
2022=12-10 00:41,93830-8,Light Sleep,53.0,,,3.0,6.0,
2022=12-10 00:45,93829-0,REM Sleep,53.0,,,2.0,3.0,
2022=12-10 00:47,93829-0,REM Sleep,55.0,,,1.0,1.0,
2022=12-10 01:32,93830-8,Light Sleep,58.0,,,13.0,18.0,
2022=12-10 01:37,93830-8,Light Sleep,54.0,,,7.0,11.0,
2022=12-10 01:45,93830-8,Light Sleep,61.0,,,0.0,0.0,
2022=12-10 01:47,93829-0,REM Sleep,57.0,,,0.0,1.0,
2022=12-10 02:27,,Floors Climbed,62.0,,,,,1.0
2022=12-10 03:22,,Floors Climbed,68.0,,,,,1.0
2022=12-10 03:42,,Floors Climbed,66.0,,,,,1.0
2022=12-10 05:18,,Floors Climbed,72.0,,,,,1.0
2022=12-10 07:15,,Floors Climbed,75.0,,,,,1.0
2022=12-10 07:35,,Floors Climbed,72.0,,,,,1.0
2022=12-10 10:12,93830-8,Light Sleep,77.0,,,21.0,27.0,
2022=12-10 11:11,93830-8,Light Sleep,78.0,,,16.0,24.0,
2022=12-10 13:10,93830-8,Light Sleep,78.0,,,13.0,21.0,
2022=12-10 14:09,93830-8,Light Sleep,78.0,,,11.0,18.0,
2022=12-10 15:08,93830-8,Light Sleep,79.0,,,9.0,16.0,
2022=12-10 15:09,93830-8,Light Sleep,78.0,,,10.0,17.0,
2022=12-10 16:07,93830-8,Light Sleep,79.0,,,8.0,14.0,
2022=12-10 16:08,93830-8,Light Sleep,79.0,,,9.0,15.0,
2022=12-10 17:05,93830-8,Light Sleep,80.0,,,7.0,12.0,
2022=12-10 17:06,93830-8,Light Sleep,80.0,,,8.0,14.0,
2022=12-10 18:05,93830-8,Light Sleep,81.0,,,6.0,12.0,
2022=12-10 19:04,93830-8,Light Sleep,80.0,,,5.0,11.0,
2022=12-10 19:05,93830-8,Light Sleep,80.0,,,6.0,11.0,
2022=12-10 20:04,93829-0,REM Sleep,78.0,,,5.0,9.0,
2022=12-10 20:04,93830-8,Light Sleep,79.0,,,5.0,10.0,
2022=12-11 03:47,93830-8,Light Sleep,60.0,,,6.0,7.0,
2022=12-11 03:49,93830-8,Light Sleep,60.0,,,3.0,4.0,
2022=12-11 04:33,,No Physical Activity,62.0,,,,,
2022=12-11 04:34,,No Physical Activity,60.0,,,,,
2022=12-11 04:41,,Floors Climbed,63.0,,,,,1.0
2022=12-11 04:46,93830-8,Light Sleep,63.0,,,1.0,1.0,
2022=12-11 04:48,93830-8,Light Sleep,61.0,,,2.0,2.0,
2022=12-11 05:32,,No Physical Activity,60.0,,,,,
2022=12-11 05:32,LA11836-6,Running,120.0,10.0,9095.0,,,
2022=12-11 05:33,,No Physical Activity,60.0,,,,,
2022=12-11 05:34,,No Physical Activity,60.0,,,,,
2022=12-11 06:31,,Floors Climbed,68.0,,,,,1.0
2022=12-11 06:32,,No Physical Activity,62.0,,,,,
2022=12-11 06:32,LA11836-6,Running,120.0,10.0,9237.0,,,
2022=12-11 06:41,93830-8,Light Sleep,65.0,,,1.0,1.0,
2022=12-11 07:31,,No Physical Activity,62.0,,,,,
2022=12-11 08:30,,No Physical Activity,63.0,,,,,
2022=12-11 08:34,,Floors Climbed,66.0,,,,,1.0
2022=12-11 09:29,,Floors Climbed,68.0,,,,,1.0
2022=12-11 09:30,,Floors Climbed,68.0,,,,,1.0
2022=12-11 10:27,,Floors Climbed,68.0,,,,,1.0
2022=12-11 11:26,,No Physical Activity,69.0,,,,,
2022=12-11 11:27,,No Physical Activity,64.0,,,,,
2022=12-11 12:25,,No Physical Activity,65.0,,,,,
2022=12-11 13:18,,Floors Climbed,69.0,,,,,1.0
2022=12-11 14:23,,No Physical Activity,66.0,,,,,
2022=12-11 15:18,,No Physical Activity,75.0,,,,,
2022=12-11 15:20,,No Physical Activity,66.0,,,,,
2022=12-11 17:18,,No Physical Activity,67.0,,,,,
2022=12-11 18:11,LA11836-6,Running,168.0,20.0,12301.0,,,
2022=12-11 18:16,,No Physical Activity,67.0,,,,,
2022=12-11 19:09,,No Physical Activity,70.0,,,,,
2022=12-11 19:14,,No Physical Activity,67.0,,,,,
2022=12-11 20:03,LA11836-6,Running,162.0,10.0,13232.0,,,
2022=12-11 20:12,,No Physical Activity,66.0,,,,,
2022=12-11 21:05,,No Physical Activity,74.0,,,,,
2022=12-11 21:06,LA11836-6,Running,172.0,20.0,13591.0,,,
2022=12-11 21:10,,No Physical Activity,67.0,,,,,
2022=12-11 22:00,LA11836-6,Running,173.0,25.0,25826.0,,,
2022=12-11 22:02,LA11836-6,Running,170.0,20.0,21245.0,,,
2022=12-11 22:05,,No Physical Activity,76.0,,,,,
2022=12-11 22:06,,No Physical Activity,74.0,,,,,
2022=12-11 22:08,,Floors Climbed,72.0,,,,,1.0
2022=12-11 22:09,,Floors Climbed,69.0,,,,,1.0
2022=12-12 00:37,,Floors Climbed,53.0,,,,,1.0
2022=12-12 00:38,,Floors Climbed,51.0,,,,,1.0
2022=12-12 00:39,,Floors Climbed,50.0,,,,,1.0
