Datetime,Code,Activity_Type,Heart rate___beats/minute,Calories burned_kcal,Exercise duration_s,Sleep duration_minutes,Sleep type duration_minutes,Floors climbed___floors
2022=12-08 14:18,,No Physical Activity,72.0,,,,,
2022=12-08 21:04,LA11836-6,Running,158.0,20.0,30845.0,,,
2022=12-08 22:01,LA11836-6,Running,172.0,30.0,39752.0,,,
2022=12-08 22:04,LA11836-6,Running,168.0,20.0,26384.0,,,
2022=12-08 22:13,LA11836-6,Running,158.0,10.0,9823.0,,,
2022=12-09 16:22,,No Physical Activity,76.0,,,,,
2022=12-10 00:35,93830-8,Light Sleep,54.0,,,12.0,18.0,
2022=12-10 00:38,93830-8,Light Sleep,52.0,,,8.0,12.0,
2022=12-10 00:42,93830-8,Light Sleep,51.0,,,5.0,8.0,
2022=12-10 00:45,93830-8,Light Sleep,51.0,,,3.0,4.0,
2022=12-10 00:47,93829-0,REM Sleep,52.0,,,1.0,2.0,
2022=12-10 00:47,93830-8,Light Sleep,57.0,,,0.0,0.0,
2022=12-10 00:48,93829-0,REM Sleep,54.0,,,0.0,1.0,
2022=12-10 01:31,,Floors Climbed,58.0,,,,,1.0
2022=12-10 01:45,,Floors Climbed,61.0,,,,,1.0
2022=12-10 02:27,,Floors Climbed,63.0,,,,,1.0
2022=12-10 03:23,,Floors Climbed,67.0,,,,,1.0
2022=12-10 03:41,,Floors Climbed,66.0,,,,,1.0
2022=12-10 05:19,,Floors Climbed,70.0,,,,,1.0
2022=12-10 07:16,,Floors Climbed,73.0,,,,,1.0
2022=12-10 07:34,,No Physical Activity,72.0,,,,,
2022=12-10 09:14,93830-8,Light Sleep,75.0,,,21.0,29.0,
2022=12-10 11:12,93830-8,Light Sleep,76.0,,,16.0,25.0,
2022=12-10 13:10,93830-8,Light Sleep,76.0,,,13.0,21.0,
2022=12-10 14:10,93830-8,Light Sleep,76.0,,,10.0,18.0,
2022=12-10 15:08,93830-8,Light Sleep,76.0,,,8.0,15.0,
2022=12-10 15:09,93830-8,Light Sleep,76.0,,,9.0,16.0,
2022=12-10 16:06,93830-8,Light Sleep,78.0,,,7.0,13.0,
2022=12-10 16:07,93830-8,Light Sleep,77.0,,,8.0,13.0,
2022=12-10 16:08,93830-8,Light Sleep,77.0,,,8.0,14.0,
2022=12-10 17:05,93830-8,Light Sleep,79.0,,,7.0,12.0,
2022=12-10 17:06,93830-8,Light Sleep,78.0,,,7.0,12.0,
2022=12-10 18:05,93830-8,Light Sleep,80.0,,,6.0,12.0,
2022=12-10 19:04,93830-8,Light Sleep,79.0,,,5.0,11.0,
2022=12-10 19:05,93830-8,Light Sleep,80.0,,,6.0,11.0,
2022=12-10 20:04,93829-0,REM Sleep,78.0,,,5.0,9.0,
2022=12-10 20:04,93830-8,Light Sleep,78.0,,,5.0,10.0,
2022=12-11 01:41,,Floors Climbed,56.0,,,,,1.0
2022=12-11 01:42,,Floors Climbed,55.0,,,,,1.0
2022=12-11 01:43,,Floors Climbed,55.0,,,,,1.0
2022=12-11 01:44,,Floors Climbed,55.0,,,,,1.0
2022=12-11 01:45,,Floors Climbed,55.0,,,,,1.0
2022=12-11 02:35,93830-8,Light Sleep,55.0,,,6.0,6.0,
2022=12-11 02:39,,Floors Climbed,56.0,,,,,1.0
2022=12-11 02:40,,Floors Climbed,56.0,,,,,1.0
2022=12-11 02:43,,No Physical Activity,57.0,,,,,
2022=12-11 02:44,,No Physical Activity,56.0,,,,,
2022=12-11 02:45,,No Physical Activity,56.0,,,,,
2022=12-11 03:30,93830-8,Light Sleep,66.0,,,12.0,17.0,
