Datetime,Code,Activity_Type,Heart rate___beats/minute,Calories burned_kcal,Exercise duration_s,Sleep duration_minutes,Sleep type duration_minutes,Floors climbed___floors
2022=12-08 05:32,,No Physical Activity,65.0,,,,,
2022=12-08 05:33,,No Physical Activity,63.0,,,,,
2022=12-08 05:34,,No Physical Activity,61.0,,,,,
2022=12-08 06:30,,No Physical Activity,69.0,,,,,
2022=12-08 06:31,,No Physical Activity,68.0,,,,,
2022=12-08 07:27,LA11836-6,Running,146.0,10.0,8697.0,,,
2022=12-08 07:28,LA11836-6,Running,144.0,10.0,8269.0,,,
2022=12-08 07:29,,No Physical Activity,70.0,,,,,
2022=12-08 08:25,LA11836-6,Running,150.0,10.0,9270.0,,,
2022=12-08 09:24,LA11836-6,Running,154.0,10.0,9980.0,,,
2022=12-08 10:21,LA11836-6,Running,156.0,10.0,10835.0,,,
2022=12-08 11:19,LA11836-6,Running,158.0,10.0,11927.0,,,
2022=12-08 11:25,,Floors Climbed,69.0,,,,,1.0
2022=12-08 12:17,LA11836-6,Running,162.0,10.0,13411.0,,,
2022=12-08 12:24,,No Physical Activity,69.0,,,,,
2022=12-08 14:15,LA11836-6,Running,166.0,10.0,15421.0,,,
2022=12-08 14:17,,No Physical Activity,72.0,,,,,
2022=12-08 15:21,,No Physical Activity,74.0,,,,,
2022=12-08 16:12,LA11836-6,Running,168.0,20.0,17196.0,,,
2022=12-08 18:09,,No Physical Activity,80.0,,,,,
2022=12-08 19:08,LA11836-6,Running,170.0,20.0,16957.0,,,
2022=12-08 20:04,,No Physical Activity,84.0,,,,,
2022=12-08 20:04,LA11836-6,Running,172.0,10.0,9092.0,,,
2022=12-08 20:05,LA11836-6,Running,172.0,10.0,13796.0,,,
2022=12-08 21:06,LA11836-6,Running,156.0,20.0,29284.0,,,
2022=12-08 21:19,,No Physical Activity,77.0,,,,,
2022=12-08 22:01,LA11836-6,Running,172.0,20.0,31524.0,,,
2022=12-08 22:03,LA11836-6,Running,172.0,10.0,19320.0,,,
2022=12-08 22:12,LA11836-6,Running,162.0,10.0,7496.0,,,
2022=12-09 14:30,,Floors Climbed,73.0,,,,,1.0
2022=12-10 01:37,93830-8,Light Sleep,56.0,,,4.0,6.0,
2022=12-10 01:41,93829-0,REM Sleep,55.0,,,2.0,4.0,
2022=12-10 02:28,93830-8,Light Sleep,63.0,,,12.0,18.0,
2022=12-10 02:32,93830-8,Light Sleep,59.0,,,7.0,11.0,
2022=12-10 02:45,93829-0,REM Sleep,55.0,,,1.0,2.0,
2022=12-10 02:47,93829-0,REM Sleep,59.0,,,0.0,1.0,
2022=12-10 03:23,,Floors Climbed,69.0,,,,,1.0
2022=12-10 03:46,93830-8,Light Sleep,65.0,,,0.0,0.0,
2022=12-10 04:20,,Floors Climbed,74.0,,,,,1.0
2022=12-10 06:17,,Floors Climbed,77.0,,,,,1.0
2022=12-10 07:40,93830-8,Light Sleep,69.0,,,0.0,0.0,
2022=12-10 08:14,93830-8,Light Sleep,80.0,,,22.0,31.0,
2022=12-10 10:12,93830-8,Light Sleep,81.0,,,18.0,29.0,
2022=12-10 12:11,93830-8,Light Sleep,82.0,,,15.0,26.0,
2022=12-10 13:10,93830-8,Light Sleep,82.0,,,13.0,24.0,
2022=12-10 14:09,93830-8,Light Sleep,82.0,,,12.0,22.0,
2022=12-10 15:08,93830-8,Light Sleep,83.0,,,11.0,20.0,
2022=12-10 16:06,93830-8,Light Sleep,84.0,,,8.0,16.0,
2022=12-10 16:07,93830-8,Light Sleep,83.0,,,10.0,18.0,
2022=12-10 17:05,93830-8,Light Sleep,85.0,,,7.0,14.0,
2022=12-10 17:06,93830-8,Light Sleep,84.0,,,7.0,15.0,
2022=12-10 18:05,93829-0,REM Sleep,85.0,,,6.0,14.0,
2022=12-10 18:05,93830-8,Light Sleep,85.0,,,6.0,14.0,
2022=12-11 02:48,93830-8,Light Sleep,59.0,,,6.0,11.0,
2022=12-11 02:49,93830-8,Light Sleep,59.0,,,6.0,9.0,
2022=12-11 02:51,93830-8,Light Sleep,59.0,,,4.0,7.0,
2022=12-11 02:52,93830-8,Light Sleep,58.0,,,3.0,4.0,
2022=12-11 02:53,93829-0,REM Sleep,58.0,,,2.0,2.0,
2022=12-11 03:46,93830-8,Light Sleep,51.0,,,9.0,12.0,
2022=12-11 03:47,93830-8,Light Sleep,59.0,,,6.0,12.0,
2022=12-11 03:48,93830-8,Light Sleep,57.0,,,4.0,9.0,
2022=12-11 03:49,93829-0,REM Sleep,57.0,,,3.0,7.0,
2022=12-11 03:49,93830-8,Light Sleep,51.0,,,6.0,9.0,
2022=12-11 03:50,93829-0,REM Sleep,56.0,,,3.0,6.0,
2022=12-11 03:51,93829-0,REM Sleep,63.0,,,0.0,0.0,
2022=12-11 03:51,93830-8,Light Sleep,50.0,,,5.0,8.0,
2022=12-11 03:52,93829-0,REM Sleep,55.0,,,2.0,5.0,
2022=12-11 03:52,93830-8,Light Sleep,50.0,,,4.0,7.0,
2022=12-11 03:53,93829-0,REM Sleep,56.0,,,2.0,2.0,
2022=12-11 03:53,93830-8,Light Sleep,50.0,,,4.0,6.0,
2022=12-11 03:54,93829-0,REM Sleep,52.0,,,2.0,4.0,
2022=12-11 03:55,93829-0,REM Sleep,52.0,,,2.0,4.0,
2022=12-11 04:39,,Floors Climbed,53.0,,,,,1.0
2022=12-11 06:43,93830-8,Light Sleep,66.0,,,1.0,0.0,
2022=12-11 07:30,,Floors Climbed,55.0,,,,,1.0
2022=12-11 09:34,,Floors Climbed,67.0,,,,,1.0
2022=12-11 10:26,,Floors Climbed,68.0,,,,,1.0
2022=12-11 10:27,,Floors Climbed,68.0,,,,,1.0
2022=12-11 11:28,,Floors Climbed,67.0,,,,,1.0
2022=12-11 13:20,,No Physical Activity,57.0,,,,,
2022=12-11 19:10,,No Physical Activity,59.0,,,,,
2022=12-11 19:22,LA11836-6,Running,124.0,120.0,81473.0,,,
2022=12-11 22:04,,No Physical Activity,71.0,,,,,
2022=12-11 22:04,LA11836-6,Running,148.0,10.0,9695.0,,,
2022=12-11 22:05,LA11836-6,Running,150.0,10.0,10712.0,,,
2022=12-11 22:06,,No Physical Activity,65.0,,,,,
2022=12-11 22:06,LA11836-6,Running,150.0,10.0,11556.0,,,
2022=12-11 22:08,LA11836-6,Running,148.0,10.0,13614.0,,,
2022=12-11 22:10,LA11836-6,Running,144.0,20.0,18317.0,,,
2022=12-11 22:14,LA11836-6,Running,140.0,40.0,27953.0,,,
2022=12-11 22:18,LA11836-6,Running,132.0,70.0,45835.0,,,
2022=12-12 13:30,LA11834-1,Walking,93.0,160.0,126398.0,,,
2022=12-13 00:51,LA11836-6,Running,110.0,120.0,47318.0,,,
2022=12-13 00:52,LA11836-6,Running,112.0,114.0,45712.0,,,
2022=12-13 00:53,LA11836-6,Running,112.0,99.0,38748.0,,,
2022=12-13 01:47,93830-8,Light Sleep,59.0,,,11.0,19.0,
2022=12-13 01:48,93830-8,Light Sleep,58.0,,,11.0,17.0,
2022=12-13 01:49,93830-8,Light Sleep,56.0,,,8.0,12.0,
2022=12-13 01:50,LA11836-6,Running,118.0,150.0,93991.0,,,
2022=12-13 01:52,93830-8,Light Sleep,55.0,,,4.0,5.0,
2022=12-13 01:53,93829-0,REM Sleep,61.0,,,0.0,0.0,
2022=12-13 01:55,93829-0,REM Sleep,55.0,,,1.0,1.0,
2022=12-13 02:47,93830-8,Light Sleep,60.0,,,9.0,18.0,
2022=12-13 02:48,LA11836-6,Running,120.0,130.0,88901.0,,,
2022=12-13 03:33,,No Physical Activity,63.0,,,,,
2022=12-13 03:44,93830-8,Light Sleep,52.0,,,12.0,15.0,
2022=12-13 03:48,93830-8,Light Sleep,59.0,,,6.0,14.0,
2022=12-13 03:49,93830-8,Light Sleep,58.0,,,4.0,10.0,
2022=12-13 03:50,93829-0,REM Sleep,57.0,,,3.0,8.0,
2022=12-13 03:51,93829-0,REM Sleep,56.0,,,3.0,6.0,
2022=12-13 03:52,93830-8,Light Sleep,50.0,,,5.0,7.0,
2022=12-13 03:53,93829-0,REM Sleep,55.0,,,2.0,5.0,
2022=12-13 03:53,93830-8,Light Sleep,50.0,,,4.0,6.0,
2022=12-13 03:54,93829-0,REM Sleep,53.0,,,2.0,4.0,
2022=12-13 03:54,93830-8,Light Sleep,50.0,,,4.0,5.0,
2022=12-13 03:55,93829-0,REM Sleep,52.0,,,2.0,4.0,
2022=12-13 04:31,,No Physical Activity,66.0,,,,,
2022=12-13 04:32,,No Physical Activity,64.0,,,,,
2022=12-13 04:33,,No Physical Activity,63.0,,,,,
2022=12-13 04:36,,Floors Climbed,54.0,,,,,1.0
2022=12-13 04:44,LA11836-6,Running,122.0,120.0,93888.0,,,
2022=12-13 05:30,,No Physical Activity,69.0,,,,,
2022=12-13 05:31,,No Physical Activity,67.0,,,,,
2022=12-13 05:31,LA11836-6,Running,124.0,10.0,10164.0,,,
2022=12-13 05:32,,No Physical Activity,60.0,,,,,
2022=12-13 05:32,LA11836-6,Running,121.0,10.0,9210.0,,,
2022=12-13 05:33,,No Physical Activity,61.0,,,,,
2022=12-13 05:33,LA11836-6,Running,122.0,10.0,9428.0,,,
2022=12-13 05:34,,No Physical Activity,60.0,,,,,
2022=12-13 05:34,LA11836-6,Running,120.0,10.0,8865.0,,,
