Datetime,Code,Activity_Type,Heart rate___beats/minute,Calories burned_kcal,Exercise duration_s,Sleep duration_minutes,Sleep type duration_minutes,Floors climbed___floors
2022=12-08 13:22,,No Physical Activity,70.0,,,,,
2022=12-08 18:12,LA11836-6,Running,152.0,10.0,16791.0,,,
2022=12-08 21:13,LA11836-6,Running,162.0,10.0,9899.0,,,
2022=12-08 22:01,LA11836-6,Running,171.0,20.0,28070.0,,,
2022=12-08 22:06,LA11836-6,Running,166.0,20.0,18194.0,,,
2022=12-09 14:22,LA11836-6,Running,154.0,10.0,9290.0,,,
2022=12-10 00:34,,Floors Climbed,56.0,,,,,1.0
2022=12-10 00:36,,Floors Climbed,53.0,,,,,1.0
2022=12-10 00:38,,Floors Climbed,51.0,,,,,1.0
2022=12-10 00:40,,Floors Climbed,50.0,,,,,1.0
2022=12-10 00:42,93830-8,Light Sleep,50.0,,,10.0,8.0,
2022=12-10 00:43,93830-8,Light Sleep,49.0,,,7.0,5.0,
2022=12-10 00:44,,Floors Climbed,57.0,,,,,1.0
2022=12-10 00:45,93830-8,Light Sleep,49.0,,,5.0,3.0,
2022=12-10 00:46,,Floors Climbed,54.0,,,,,1.0
2022=12-10 00:46,93830-8,Light Sleep,50.0,,,2.0,2.0,
2022=12-10 00:47,93830-8,Light Sleep,51.0,,,1.0,0.0,
2022=12-10 01:30,,Floors Climbed,62.0,,,,,1.0
2022=12-10 01:32,,Floors Climbed,59.0,,,,,1.0
2022=12-10 01:42,,No Physical Activity,61.0,,,,,
2022=12-10 02:28,,Floors Climbed,65.0,,,,,1.0
2022=12-10 02:39,LA11836-6,Running,132.0,10.0,6150.0,,,
2022=12-10 03:26,,Floors Climbed,67.0,,,,,1.0
2022=12-10 04:24,93830-8,Light Sleep,70.0,,,20.0,38.0,
2022=12-10 05:22,93830-8,Light Sleep,71.0,,,21.0,40.0,
2022=12-10 06:33,LA11836-6,Running,144.0,10.0,8136.0,,,
2022=12-10 07:19,93830-8,Light Sleep,73.0,,,21.0,39.0,
2022=12-10 09:16,93830-8,Light Sleep,74.0,,,19.0,35.0,
2022=12-10 10:13,93830-8,Light Sleep,75.0,,,16.0,30.0,
2022=12-10 12:11,93830-8,Light Sleep,75.0,,,13.0,25.0,
2022=12-10 13:10,93830-8,Light Sleep,75.0,,,11.0,21.0,
