Datetime,Code,Activity_Type,Heart rate___beats/minute,Calories burned_kcal,Exercise duration_s,Sleep duration_minutes,Sleep type duration_minutes,Floors climbed___floors
2022=12-08 15:14,,No Physical Activity,73.0,,,,,
2022=12-08 18:26,,Floors Climbed,75.0,,,,,1.0
2022=12-08 21:04,LA11836-6,Running,158.0,20.0,40621.0,,,
2022=12-08 22:02,LA11836-6,Running,170.0,20.0,35865.0,,,
2022=12-08 22:07,LA11836-6,Running,166.0,10.0,15771.0,,,
2022=12-08 22:17,,No Physical Activity,78.0,,,,,
2022=12-09 06:24,93830-8,Light Sleep,72.0,,,7.0,16.0,
2022=12-09 06:28,93830-8,Light Sleep,69.0,,,6.0,12.0,
2022=12-09 06:32,93829-0,REM Sleep,67.0,,,4.0,9.0,
2022=12-09 06:36,93829-0,REM Sleep,66.0,,,2.0,5.0,
2022=12-09 06:39,93829-0,REM Sleep,66.0,,,1.0,3.0,
2022=12-09 07:21,93830-8,Light Sleep,75.0,,,9.0,20.0,
2022=12-09 07:40,93829-0,REM Sleep,69.0,,,0.0,1.0,
2022=12-09 08:19,93830-8,Light Sleep,77.0,,,10.0,22.0,
2022=12-09 09:17,93830-8,Light Sleep,79.0,,,10.0,22.0,
2022=12-09 10:15,93830-8,Light Sleep,81.0,,,10.0,22.0,
2022=12-09 10:36,93830-8,Light Sleep,73.0,,,0.0,0.0,
2022=12-09 11:13,93830-8,Light Sleep,82.0,,,10.0,22.0,
2022=12-09 12:12,93830-8,Light Sleep,83.0,,,10.0,22.0,
2022=12-09 13:10,93830-8,Light Sleep,84.0,,,11.0,22.0,
2022=12-09 13:11,93830-8,Light Sleep,83.0,,,11.0,22.0,
2022=12-09 14:09,93830-8,Light Sleep,84.0,,,11.0,22.0,
2022=12-09 14:10,93830-8,Light Sleep,84.0,,,11.0,22.0,
2022=12-09 15:08,93830-8,Light Sleep,84.0,,,11.0,20.0,
2022=12-09 16:06,93830-8,Light Sleep,84.0,,,10.0,18.0,
