Datetime,Code,Activity_Type,Heart rate___beats/minute,Calories burned_kcal,Exercise duration_s,Sleep duration_minutes,Sleep type duration_minutes,Floors climbed___floors
2022=12-08 11:25,,No Physical Activity,69.0,,,,,
2022=12-08 16:16,,No Physical Activity,75.0,,,,,
2022=12-08 20:12,LA11836-6,Running,164.0,20.0,17396.0,,,
2022=12-08 22:00,LA11836-6,Running,172.0,30.0,36390.0,,,
2022=12-08 22:01,LA11836-6,Running,164.0,20.0,30494.0,,,
2022=12-08 22:04,LA11836-6,Running,166.0,30.0,30183.0,,,
2022=12-09 11:24,LA11836-6,Running,156.0,20.0,15410.0,,,
2022=12-10 00:35,,Floors Climbed,55.0,,,,,1.0
2022=12-10 00:37,,Floors Climbed,53.0,,,,,1.0
2022=12-10 00:39,,Floors Climbed,51.0,,,,,1.0
2022=12-10 00:41,,Floors Climbed,51.0,,,,,1.0
2022=12-10 00:42,LA11836-6,Running,120.0,10.0,9820.0,,,
2022=12-10 00:43,,Floors Climbed,51.0,,,,,1.0
2022=12-10 00:44,,Floors Climbed,51.0,,,,,1.0
2022=12-10 00:44,LA11836-6,Running,114.0,20.0,8812.0,,,
2022=12-10 00:45,,Floors Climbed,51.0,,,,,1.0
2022=12-10 00:46,,Floors Climbed,51.0,,,,,1.0
2022=12-10 00:46,LA11836-6,Running,108.0,20.0,7197.0,,,
2022=12-10 00:47,,Floors Climbed,51.0,,,,,1.0
2022=12-10 00:48,,Floors Climbed,50.0,,,,,1.0
2022=12-10 01:30,,Floors Climbed,62.0,,,,,1.0
2022=12-10 01:33,,Floors Climbed,58.0,,,,,1.0
2022=12-10 01:40,LA11836-6,Running,130.0,10.0,10854.0,,,
2022=12-10 02:27,93830-8,Light Sleep,65.0,,,22.0,36.0,
2022=12-10 03:25,93830-8,Light Sleep,69.0,,,22.0,42.0,
2022=12-10 04:22,93830-8,Light Sleep,72.0,,,22.0,46.0,
2022=12-10 04:35,LA11836-6,Running,144.0,10.0,12534.0,,,
2022=12-10 05:20,93830-8,Light Sleep,75.0,,,21.0,48.0,
2022=12-10 06:18,93830-8,Light Sleep,76.0,,,19.0,48.0,
2022=12-10 08:15,93830-8,Light Sleep,77.0,,,18.0,44.0,
2022=12-10 10:13,93830-8,Light Sleep,77.0,,,16.0,39.0,
2022=12-10 12:10,93830-8,Light Sleep,77.0,,,13.0,32.0,
2022=12-10 14:08,93830-8,Light Sleep,77.0,,,11.0,25.0,
2022=12-10 15:07,93830-8,Light Sleep,77.0,,,9.0,20.0,
2022=12-10 16:06,93830-8,Light Sleep,78.0,,,7.0,16.0,
2022=12-10 17:05,93830-8,Light Sleep,79.0,,,6.0,11.0,
2022=12-10 17:06,93830-8,Light Sleep,78.0,,,6.0,13.0,
2022=12-10 18:05,93830-8,Light Sleep,80.0,,,5.0,11.0,
2022=12-10 19:04,93830-8,Light Sleep,79.0,,,5.0,10.0,
2022=12-10 19:05,93830-8,Light Sleep,80.0,,,5.0,11.0,
2022=12-10 20:04,93829-0,REM Sleep,78.0,,,5.0,9.0,
2022=12-10 20:04,93830-8,Light Sleep,78.0,,,5.0,9.0,
2022=12-11 00:48,93830-8,Light Sleep,56.0,,,13.0,18.0,
2022=12-11 00:51,93830-8,Light Sleep,54.0,,,7.0,10.0,
2022=12-11 00:55,93829-0,REM Sleep,55.0,,,1.0,1.0,
2022=12-11 01:47,93830-8,Light Sleep,59.0,,,13.0,21.0,
2022=12-11 01:52,93830-8,Light Sleep,56.0,,,5.0,8.0,
2022=12-11 01:53,93829-0,REM Sleep,56.0,,,2.0,2.0,
2022=12-11 01:53,93830-8,Light Sleep,56.0,,,3.0,4.0,
2022=12-11 02:46,93830-8,Light Sleep,59.0,,,14.0,21.0,
2022=12-11 02:48,93829-0,REM Sleep,63.0,,,0.0,0.0,
2022=12-11 02:48,93830-8,Light Sleep,60.0,,,8.0,17.0,
2022=12-11 02:50,93830-8,Light Sleep,58.0,,,8.0,14.0,
2022=12-11 02:52,93830-8,Light Sleep,57.0,,,6.0,10.0,
2022=12-11 02:53,93829-0,REM Sleep,58.0,,,1.0,1.0,
2022=12-11 02:53,93830-8,Light Sleep,50.0,,,4.0,6.0,
2022=12-11 02:54,93829-0,REM Sleep,50.0,,,3.0,5.0,
2022=12-11 03:33,,No Physical Activity,63.0,,,,,
2022=12-11 03:46,93830-8,Light Sleep,51.0,,,9.0,12.0,
2022=12-11 03:48,93830-8,Light Sleep,59.0,,,6.0,13.0,
2022=12-11 03:49,93830-8,Light Sleep,60.0,,,3.0,7.0,
2022=12-11 03:50,93829-0,REM Sleep,57.0,,,4.0,8.0,
2022=12-11 03:50,93830-8,Light Sleep,51.0,,,6.0,9.0,
2022=12-11 03:51,93829-0,REM Sleep,56.0,,,3.0,6.0,
2022=12-11 03:51,93830-8,Light Sleep,50.0,,,5.0,7.0,
2022=12-11 03:52,93829-0,REM Sleep,55.0,,,3.0,6.0,
2022=12-11 03:52,93830-8,Light Sleep,50.0,,,4.0,7.0,
2022=12-11 03:53,93829-0,REM Sleep,54.0,,,2.0,4.0,
2022=12-11 03:54,93829-0,REM Sleep,53.0,,,2.0,4.0,
2022=12-11 03:55,93829-0,REM Sleep,52.0,,,2.0,4.0,
2022=12-11 04:32,,No Physical Activity,64.0,,,,,
2022=12-11 04:33,,No Physical Activity,62.0,,,,,
2022=12-11 04:34,,No Physical Activity,59.0,,,,,
2022=12-11 04:35,,No Physical Activity,59.0,,,,,
2022=12-11 04:38,,Floors Climbed,62.0,,,,,1.0
2022=12-11 04:39,,Floors Climbed,53.0,,,,,1.0
2022=12-11 05:32,,No Physical Activity,60.0,,,,,
2022=12-11 05:32,LA11836-6,Running,120.0,10.0,9209.0,,,
2022=12-11 05:33,,No Physical Activity,60.0,,,,,
2022=12-11 05:34,,No Physical Activity,59.0,,,,,
2022=12-11 06:31,,No Physical Activity,65.0,,,,,
2022=12-11 06:32,,Floors Climbed,55.0,,,,,1.0
2022=12-11 06:32,LA11836-6,Running,119.0,10.0,9293.0,,,
2022=12-11 06:33,,No Physical Activity,61.0,,,,,
2022=12-11 06:35,,Floors Climbed,66.0,,,,,1.0
2022=12-11 06:36,93830-8,Light Sleep,65.0,,,1.0,1.0,
2022=12-11 07:30,,No Physical Activity,66.0,,,,,
2022=12-11 07:32,,No Physical Activity,61.0,,,,,
2022=12-11 08:29,,No Physical Activity,67.0,,,,,
2022=12-11 08:31,,Floors Climbed,67.0,,,,,1.0
2022=12-11 08:31,,No Physical Activity,62.0,,,,,
2022=12-11 09:26,,Floors Climbed,65.0,,,,,1.0
2022=12-11 09:29,,No Physical Activity,62.0,,,,,
2022=12-11 10:26,,Floors Climbed,68.0,,,,,1.0
2022=12-11 10:27,,No Physical Activity,68.0,,,,,
2022=12-11 10:28,,No Physical Activity,63.0,,,,,
2022=12-11 11:25,,No Physical Activity,69.0,,,,,
2022=12-11 11:27,,No Physical Activity,68.0,,,,,
2022=12-11 12:22,,No Physical Activity,56.0,,,,,
2022=12-11 12:26,,No Physical Activity,63.0,,,,,
2022=12-11 12:28,,Floors Climbed,70.0,,,,,1.0
2022=12-11 13:22,,No Physical Activity,70.0,,,,,
2022=12-11 13:23,,Floors Climbed,74.0,,,,,1.0
