Datetime,Code,Activity_Type,Heart rate___beats/minute,Calories burned_kcal,Exercise duration_s,Sleep duration_minutes,Sleep type duration_minutes,Floors climbed___floors
2022=12-08 01:35,93830-8,Light Sleep,57.0,,,11.0,11.0,
2022=12-08 01:36,93830-8,Light Sleep,54.0,,,10.0,9.0,
2022=12-08 01:37,93830-8,Light Sleep,52.0,,,9.0,7.0,
2022=12-08 01:38,93830-8,Light Sleep,50.0,,,7.0,6.0,
2022=12-08 01:39,93830-8,Light Sleep,48.0,,,6.0,4.0,
2022=12-08 01:40,,Floors Climbed,52.0,,,,,1.0
2022=12-08 01:40,93830-8,Light Sleep,49.0,,,3.0,3.0,
2022=12-08 01:41,,Floors Climbed,53.0,,,,,1.0
2022=12-08 01:42,,Floors Climbed,53.0,,,,,1.0
2022=12-08 01:43,,Floors Climbed,54.0,,,,,1.0
2022=12-08 01:44,,Floors Climbed,54.0,,,,,1.0
2022=12-08 01:45,,Floors Climbed,55.0,,,,,1.0
2022=12-08 01:45,,No Physical Activity,56.0,,,,,
2022=12-08 02:33,93830-8,Light Sleep,62.0,,,13.0,16.0,
2022=12-08 02:34,93830-8,Light Sleep,59.0,,,12.0,13.0,
2022=12-08 02:42,,No Physical Activity,60.0,,,,,
2022=12-08 02:43,,No Physical Activity,59.0,,,,,
2022=12-08 02:44,,No Physical Activity,58.0,,,,,
2022=12-08 03:29,93830-8,Light Sleep,68.0,,,15.0,23.0,
2022=12-08 03:31,93830-8,Light Sleep,65.0,,,14.0,19.0,
2022=12-08 03:41,,No Physical Activity,61.0,,,,,
2022=12-08 04:25,93830-8,Light Sleep,73.0,,,17.0,32.0,
2022=12-08 04:27,93830-8,Light Sleep,70.0,,,16.0,28.0,
2022=12-08 04:38,,No Physical Activity,64.0,,,,,
2022=12-08 04:40,,No Physical Activity,62.0,,,,,
2022=12-08 05:24,93830-8,Light Sleep,75.0,,,18.0,36.0,
2022=12-08 05:32,,No Physical Activity,65.0,,,,,
2022=12-08 05:33,,No Physical Activity,63.0,,,,,
2022=12-08 05:34,,No Physical Activity,61.0,,,,,
2022=12-08 05:36,,No Physical Activity,66.0,,,,,
