Datetime,Code,Activity_Type,Heart rate___beats/minute,Calories burned_kcal,Exercise duration_s,Sleep duration_minutes,Sleep type duration_minutes,Floors climbed___floors
2022=12-08 16:11,LA11836-6,Running,146.0,10.0,20115.0,,,
2022=12-08 21:04,LA11836-6,Running,158.0,30.0,47655.0,,,
2022=12-08 21:20,,No Physical Activity,78.0,,,,,
2022=12-08 22:03,LA11836-6,Running,168.0,20.0,32210.0,,,
2022=12-08 22:10,LA11836-6,Running,160.0,10.0,11473.0,,,
2022=12-09 16:29,,Floors Climbed,76.0,,,,,1.0
2022=12-10 08:22,93830-8,Light Sleep,75.0,,,7.0,18.0,
2022=12-10 08:25,93830-8,Light Sleep,73.0,,,6.0,15.0,
2022=12-10 08:29,93829-0,REM Sleep,71.0,,,5.0,11.0,
2022=12-10 08:32,93829-0,REM Sleep,69.0,,,3.0,7.0,
2022=12-10 08:36,93829-0,REM Sleep,69.0,,,2.0,4.0,
2022=12-10 08:38,93829-0,REM Sleep,70.0,,,1.0,2.0,
2022=12-10 09:20,93830-8,Light Sleep,77.0,,,8.0,20.0,
2022=12-10 10:17,93830-8,Light Sleep,79.0,,,9.0,21.0,
2022=12-10 10:36,93830-8,Light Sleep,73.0,,,0.0,0.0,
2022=12-10 11:15,93830-8,Light Sleep,81.0,,,10.0,22.0,
2022=12-10 12:12,93830-8,Light Sleep,83.0,,,10.0,23.0,
2022=12-10 12:13,93830-8,Light Sleep,82.0,,,10.0,22.0,
2022=12-10 12:22,LA11836-6,Running,138.0,10.0,13781.0,,,
2022=12-10 13:11,93830-8,Light Sleep,84.0,,,11.0,23.0,
2022=12-10 14:09,93830-8,Light Sleep,84.0,,,11.0,22.0,
2022=12-10 14:10,93830-8,Light Sleep,84.0,,,11.0,23.0,
2022=12-10 15:08,93830-8,Light Sleep,84.0,,,11.0,22.0,
2022=12-10 16:06,93830-8,Light Sleep,84.0,,,10.0,18.0,
2022=12-10 16:07,93830-8,Light Sleep,84.0,,,11.0,20.0,
2022=12-10 17:05,93830-8,Light Sleep,85.0,,,8.0,16.0,
2022=12-10 17:06,93830-8,Light Sleep,84.0,,,9.0,17.0,
2022=12-10 18:05,93829-0,REM Sleep,85.0,,,6.0,14.0,
2022=12-10 18:05,93830-8,Light Sleep,85.0,,,7.0,14.0,
2022=12-11 00:52,93830-8,Light Sleep,54.0,,,4.0,6.0,
2022=12-11 01:48,93830-8,Light Sleep,58.0,,,11.0,18.0,
2022=12-11 01:49,93830-8,Light Sleep,57.0,,,11.0,17.0,
2022=12-11 01:50,93830-8,Light Sleep,56.0,,,9.0,13.0,
2022=12-11 01:54,93829-0,REM Sleep,60.0,,,0.0,0.0,
2022=12-11 01:55,93829-0,REM Sleep,55.0,,,1.0,1.0,
2022=12-11 02:49,93830-8,Light Sleep,58.0,,,9.0,13.0,
2022=12-11 02:50,93830-8,Light Sleep,59.0,,,7.0,14.0,
2022=12-11 02:51,93829-0,REM Sleep,60.0,,,1.0,1.0,
2022=12-11 02:51,93830-8,Light Sleep,58.0,,,4.0,7.0,
2022=12-11 02:52,93830-8,Light Sleep,56.0,,,5.0,7.0,
2022=12-11 02:53,93829-0,REM Sleep,58.0,,,2.0,2.0,
2022=12-11 02:53,93830-8,Light Sleep,56.0,,,3.0,4.0,
2022=12-11 02:54,93830-8,Light Sleep,51.0,,,3.0,6.0,
2022=12-11 03:33,,No Physical Activity,63.0,,,,,
2022=12-11 03:38,,Floors Climbed,60.0,,,,,1.0
2022=12-11 03:40,,Floors Climbed,62.0,,,,,1.0
2022=12-11 03:47,93830-8,Light Sleep,51.0,,,9.0,12.0,
2022=12-11 03:51,93829-0,REM Sleep,63.0,,,0.0,0.0,
2022=12-11 03:51,93830-8,Light Sleep,50.0,,,5.0,8.0,
2022=12-11 03:52,93829-0,REM Sleep,57.0,,,4.0,8.0,
2022=12-11 03:53,93829-0,REM Sleep,55.0,,,3.0,6.0,
2022=12-11 03:53,93830-8,Light Sleep,51.0,,,4.0,6.0,
2022=12-11 03:54,93829-0,REM Sleep,53.0,,,3.0,5.0,
2022=12-11 04:32,,No Physical Activity,64.0,,,,,
2022=12-11 04:33,,No Physical Activity,62.0,,,,,
2022=12-11 04:34,,No Physical Activity,61.0,,,,,
2022=12-11 04:37,,Floors Climbed,53.0,,,,,1.0
2022=12-11 04:47,93830-8,Light Sleep,64.0,,,0.0,0.0,
2022=12-11 05:31,,No Physical Activity,66.0,,,,,
